คำ,POS,ความหมาย
ฐานะ,น.,ที่ตั้ง ที่รองรับ
ฐานันตระ,น.,ลำดับในการกำหนดชั้นของบุคคล เช่น ยศหรือบรรดาศักดิ์
ฐาปนะ,น.,การก่อสร้าง การซ่อมแซม การแต่งตั้ง
