Word,POS,Definition
โจ้งโอ้ง,ว.,ลักษณะสูงชะลูดใช้กับสิ่งของหรือคนขนาดใหญ่
โจทก์,น.,โจทก์ ผู้ฟ้อง
โจทก์กัน,ก.,เถียงกัน เล่าลือกัน
โจทนา,น.,การทักท้วง การฟ้อง การติเตียน การกล่าวหา
โจ้น,ก.,ข้าม ผ่านเลย ไม่เป็นไปตามขั้นตอน
โจมโขน,น.,จงกรม
โจ้ย,ว.,เฉียง เอน เบน ไม่ตรง
โจร,น.,ผู้ร้าย
ไจ,น.,จิตใจ หัวใจ สิ่งที่เป็นแกนหรือส่วนกลาง
ไจกลาง,น.,ศูนย์กลาง
ไจกัด,ว.,ใจกล้า ใจดำ ไม่หวั่นเกรง
ไจกีด,ว.,ใจแคบ ใจจืด
ไจไกล,ก.,ประมาท ไม่เอาใจใส่ ไม่สนิทสนมเหมือนเดิม
ไจขึ้น,ก.,เกิดความต้องการ บันดาลใจ ฉุนโกรธ
ไจไข่,น.,เรียกนํ้าอมฤตว่า น้ำไจไข่ หรือ น้ำไจไคร่
ไจฅิ่นไจฅ้อ,ว.,ไร้ น้ำใจ ใจดำ
ไจจาง,ก.,อ่อนใจ หมดกำลังใจ
ไจเจต,น.,จิตใจ ความรู้สึก
ไจเจต,ก.,ผีอำ
ไจช้อม,ว.,ใจแคบ (ดูเพิ่มที่ไจกีด)
ไจซื่อไจไส,ว.,ซื่อสัตย์ จริงใจ
ไจติด,ว.,มีใจจดจ่อ เอาใจใส่
ไจถี่,ว.,พิถีพิถัน ละเอียด คิดเล็กคิดน้อย
ไจบ่ได้,ก.,โกรธ อดใจทนต่อไปอีกไม่ได้แล้ว
ไจบ้าน,น.,ตำแหน่งหรือบริเวณที่ถือว่าเป็นที่สำคัญของหมู่บ้านซึ่งอาจไม่อยู่ในที่ใจกลางของหมู่บ้านก็ได้
ไจปลิว,ว.,โลเล ใจเบา ไม่แน่นอน
ไจผัน,ว.,มีใจจดจ่อ เอาใจใส่
ไจม่อ,ว.,ใจเร็ว ตัดสินใจเร็ว
ไจมัก,ก.,ชอบใจ ต้องการ
ไจมือ,น.,กลางอุ้งมือ มาตราตวงโบราณ สี่ไจมือ เท่ากับ หนึ่งกำมือ
ไจเมือง,น.,คนหรือสิ่งสำคัญที่เป็นหัวใจของเมือง เช่น กษัตริย์ หรือหมอผู้มีความสามารถสูง
ไจยาว,ว.,มีความอดทน ใจเย็น
ไจสั้น,ว.,ใจคอดุร้าย สามหาว โกรธง่าย
ไจไส่,ก.,ตั้งใจดูแลหรือทำงานอย่างเต็มที่
ไจหน้อย,ว.,ใจเสาะ ขี้ขลาด ไม่สู้
ไจหมั้น,ว.,หนักแน่น ใจคอมั่นคง
ไจหมิ่น,ว.,ใจคอดุร้าย สามหาว
ไจหลิ่งน้อม,ว.,มีใจฝักใฝ่อย่างปรารถนาที่จะประกอบกุศลกรรม
ไจห้าว,ว.,ใจร้อน ใจเร็ว เร่งรีบ
ไจหิ้น,ว.,ฉุนเฉียว หงุดหงิด โกรธง่าย (หิ้น-สัน)
ไจอ่อน,ว.,ใจอ่อน
ไจ้,น.,ปีชวด ปีหนึ่งในสิบสองนักษัตรมีหนูเป็นเครื่องหมาย
ไจ้,ก.,ได้ ออก - คัดเอาสิ่งที่ไม่ต้องการออก อย่างบีบพุงปลาเล็กเพื่อเอาขี้ออกก่อนปรุงเป็นอาหาร
ไจ้ ๆ,ก.,ได้ ออก - คัดเอาสิ่งที่ไม่ต้องการออก อย่างบีบพุงปลาเล็กเพื่อเอาขี้ออกก่อนปรุงเป็นอาหาร
ไจว้ ๆ,ว.,ต่อเนื่อง เป็นไปเรื่อยๆ บ่อย เนืองๆ
