คำ,POS,ความหมาย
เฉลี่ยง,น.,"ยาน, คานหาม"
เฉลียว,ก.,"นึกขึ้นได้, คิดขึ้นได้"
เฉวียง,ก.,"เอียง, เบี่ยง, ตะแคง, ทแยง"
เฉียง,ก.,"ทแยง, เบี่ยง, ข้าง, ฝ่าย"
แฉ่ง,น.,เครื่องดนตรีชนิดหนึ่งทำด้วยโลหะ คล้ายฉิ่งแต่ใหญ่กว่า (ฉาบ)
แฉ้มแล่ม,ว.,"แช่มช้อย, งดงาม"
แฉล้ม,ว.,"แช่มช้อย, งดงาม"
โฉด,ว.,"โง่, เขลา"
โฉนด,น.,หนังสือสำคัญสำหรับถือกรรมสิทธิ์ที่ดิน ซึ่งเจ้าพนักงานออกให้แก่เจ้าของที่ดิน
โฉม,น.,"รูปร่าง, ซวดทรง (โบ.)"
โฉมเฉลา,ว.,"สวย, งาม, เกลี้ยงเกลา"
โฉมเฉลา,ว.,รูปงามสดใส (ดู เฉลา)
โฉลก (โสก) ๑,น.,"มาตรา หรือสูตรการวัดนับระยะสิ่งของต่าง ๆ แล้วทำนายตามระยะนั้น ๆ ว่าจะดีหรือไม่ดี เช่น ใช้ศอกวัดความยาวของกลอง แล้วทำนายไปตามระยะนั้น ๆ ตามคำทำนายตามลำดับว่า ""ศรีชมชื่น หื่นเมืองพรหม สมณ์อยู่สร้าง มล้างสังโฆโพธิสัตว์วัดพระเจ้า"""
โฉลก (โสก) ๒,น.,คาถาบทหนึ่ง หรือตอนหนึ่ง
ไฉน ๑,น.,"นี้, อย่างนี้"
ไฉน ๒,ก.,"ไม่แน่ใจ, สงสัย"
ไฉไล,ว.,"งาม, ส่วนมากนิยมทิ้งตัวหน้าเหลือไว้แต่ ไล คำเดียวโดด ๆ"
