คำ,POS,ความหมาย
จ่ม ๒,ก.,บ่น
จ่มใบ้,ก.,บ่นพึมพำ
จ่มปาก,ก.,ละเมอ
จมร,น.,ชื่อเนื้อทรายมีขนละเอียด หางยาวเป็นพู่ เป็นสัตว์เคี้ยวเอื้องอยู่ในจำพวกกระบือ
จ่มหา,ก.,บ่นถึง
จร,ก.,"ไป, ผ่านไป, ท่องเที่ยวไป, เดินไป"
จรด,ก.,"ถึงกัน, บรรจบ"
จรรมขัณฑ์,น.,"ท่อนหนัง (ส. ,ป.จมฺมขฺณฺฑ)"
จรรยา,น.,"ความประพฤติ, กิริยาที่แสดงออก."
จรลี,ก.,เดินกรีดกราย
จรวจ,ก.,"ดูให้ถี่ถ้วน, ตรวจตรา (ข.)"
จรวด,น.,บั้งไฟชนิดหนึ่งหางสั้น หรือมีแพนหาง ๓ แฉก
จราจร,น.,การไปมา (ป.)
จริง,ว.,"แน่, แท้, ไม่กลับกลายเป็นอย่างอื่น"
จริต ๑,น.,"ความปกติ หรือพื้นเพของจิต, พฤติกรรมที่แสดงนิสัยเดิม มี ๖ ชนิด คือ ๑ ราคจริต ปกติเจ้าชู้รักสวยรักงาม, ๒. โทสจริต ปกติฉุนเฉียวว่องไวใจร้อน, ๓. โมหจริต ปกติไม่ฉลาด เซื่องซึม, ๔. สัทธาจริตปกติเชื่อง่าย มักตื่นข่าว, ๕. พุทธิจริต ปกติเฉลียวฉลาดรักการศึกษา, ๖. วิตกจริต ปกติกังวล มักระแวงสงสัย. (วิสุทธิมรรค)"
จริต ๒,น.,"ความประพฤติ, กิริยาอาการ มักใช้ในทางไม่ดี เช่น ดัดจริต (ฝืนปกติของคน), มีจริต"
จริตจะก้าน,น.,"ความประพฤติ, กิริยาอาการ มักใช้ในทางไม่ดี เช่น ดัดจริต (ฝืนปกติของคน), มีจริต"
จริยา,น.,"ความประพฤติ, กิริยาที่แสดงออก."
จริยา,น.,"กิริยาที่ควรประพฤติ, ความประพฤติดีงาม, ความประพฤติ ถ้าใช้เป็นคำนำหน้า คำสมาส มักใช้เป็น จริย เช่น จริยธรรม"
จริยาวัตร,น.,"ข้อที่ควรประพฤติ, กิจที่ควรปฏิบัติเป็นประจำ"
จรืก,ก.,"ท่องเที่ยวไป, เดินไป = จาริก (ป.จาริก)"
จลาจล,น.,"ความวุ่นวายในบ้านเมือง, ความปั่นป่วนในบ้านเมือง (ป., ส.)"
จ้วก,ว.,เสียงที่เกิดจากน้ำพุ่งปะทะสิ่งใดสิ่งหนึ่ง
