คำ,POS,ความหมาย
ฑังส,น.,เหลือบ (ป.)
ฑาก,น.,"ผักดอก, เมี่ยง (ป.)"
ฑาหก,น.,"ผู้เผา, ไฟ (ป., ส.)"
ฑิกกรี,น.,หญิงสาว (ส.)
ฑิมภ์,น.,"เด็ก, ลูกสัตว์ต่าง ๆ เช่น เสือ (ส.)"
ฑีรฆา,ว.,"ยาว, นาน, ยั่งยืน, ส่วนมากใช้ เทียรฆา (ป.)"
