คำ,POS,ความหมาย
ชนวัว,น.,"การพนันชนิดหนึ่งเล่นโดยใช้ไพ่ป๊อก วิธีเล่น แจกไพ่คนละ ๕ ใบ จำนวนไพ่ ๓ ใบ รวมกัน ให้เท่ากับ ๑๐, ๒๐, ๓๐ อีก ๒ ใบ เป็นจำนวนเลขที่ต้องการคะแนน ถ้าไพ่ ๓ ใบรวมกันไม่ได้ ๑๐, ๒๐, ๓๐ ถือว่าไพ่เสีย"
ชนวัว,น.,การพนันชนิดหนึ่งเล่นโดยใช้ไพ่ป๊อก (ดู งุมงำ)
ชนวัวดิน,น.,"การเล่นของเด็กอย่างหนึ่งโดยวิธีปั้นดินเป็นรูปวัวใส่ผ้าขาวม้า เป็นต้น, เขย่าชายผ้าให้เคลื่อนไหวปะทะกัน."
ชนวัวหัวพร้าว,น.,การเล่นของเด็กอย่างหนึ่ง โดยเอาโคนทางมะพร้าวต่างหัววัวผูกเชือกเข้าชนกัน (บางถิ่นใช้วิธีเอาโคนทางมะพร้าวสอดเข้าชนกัน).
ชนหีน,น.,ชื่อนกชนิดหนึ่ง คล้ายนกกะงัง
ชนเหล็กขูด,น.,การปลุกเสกกระต่ายขูดมะพร้าวให้ชนกัน.
ชนเหล็กขูด,น.,วิธีขอฝนอย่างหนึ่งของชาวปะนาเระ โดยเอากระต่ายขูดมะพร้าวชนกันในวัด.
ชนเหล็กขูด,น.,"ได้แต้มเท่ากัน, ออกหน้าเดียวกัน."
ชบ,ก.,ชุบชีวิต.
ชบ,ก.,"เนรมิต, สร้างหรือบันดาลด้วยอำนาจ ฤทธิ์ หรืออภินิหารให้บังเกิดเป็นขึ้นมีขึ้นโดยฉับพลัน."
ชม,ก.,ล้อเล่นด้วยความรัก.
ชม,ก.,"สรรเสริญ, ยกย่อง."
ชม,ก.,"จูบ, แสดงความรัก เช่น อ้ายหนุ่มเราชมหีดเดียวร้องแล้ว - อ้ายหนูเราจูบนิดเดียวก็ร้อง."
ชมเกล่า (ร.น.),น.,"ส้มจี๊ด, ส้มชนิดหนึ่ง ลักษณะคล้ายส้มเขียวหวาน ผลเล็กกว่ามะนาว รสเปรี้ยว"
ชมชาติ,ก.,เสียหายหมด.
ชมชาติ,ก.,"พบ ใช้กับญาติหลาย ๆ คนมาพบพร้อมหน้าพร้อมตากัน, ชุมนุมญาติมิตร."
ชมชาติ,ก.,"กลับชาติ, การกล่าวตอนจบของหนังสือประเภทชาดก แล้วบอกว่าใครกลับชาติเป็นอะไร"
ชมพู่,น.,"ฝรั่ง (ผลไม้, เทียบ ม. jambu)"
ชมพู่,น.,"ชมพู่, ชื่อไม้ต้นขนาดกลาง ดอกเป็นฝอยยาว สีเขียว ขาว หรือชมพู สามเหลี่ยมกลม ก้นโต จุกสอบ เนื้อฉ่ำน้ำ รสหวานหรือเปรี้ยวอมหวาน มีทั้งผลสีเขียว ชมพู หรือสีน้ำตาลอมเขียว มีหลายชนิด เช่น ชมพู่เขียว,ชมพู่กะหลาป๋า, ชมพู่แดง, ชมพู่ขาว, ชมพู่ปากแดง, ชมพู่ย่าหวัน, ชมพู่ปู้เต้, ชมพู่น้ำดอกไม้, ชมพู่สาแหรก, ชมพู่แก้มแหม่ม"
ชมพู่,น.,ฝรั่ง (ดู ย่าหมู).
ชมพู่กัว,น.,"ฝรั่ง (ผลไม้, เทียบ ม. jambu)"
ชมพู่กัว,น.,ฝรั่ง (ดู ย่าหมู).
ชมพู่น้ำ,น.,ชมพู่น้ำดอกไม้ (ม. Puteh ; ส.ข.)
ชมพู่น้ำ,น.,ชมพูน้ำดอกไม้ (ดู ปูเต้).
ชมพู่ยาหวัน,น.,ชมพู่น้ำดอกไม้ (ม. Puteh ; ส.ข.)
ชมพู่ยาหวัน,น.,ชมพูน้ำดอกไม้ (ดู ปูเต้).
ชมพู่สวรรค์,น.,ชมพู่น้ำดอกไม้ (ม. Puteh ; ส.ข.)
ชมพู่สวรรค์,น.,ชมพูน้ำดอกไม้ (ดู ปูเต้).
ชมพู่หนวยมาก,น.,"ฝรั่ง (ผลไม้, เทียบ ม. jambu)"
ชมพู่หนวยมาก,น.,ฝรั่ง (ดู ย่าหมู).
ชมโพ่,น.,"ชมพู่, ชื่อไม้ต้นขนาดกลาง ดอกเป็นฝอยยาว สีเขียว ขาว หรือชมพู สามเหลี่ยมกลม ก้นโต จุกสอบ เนื้อฉ่ำน้ำ รสหวานหรือเปรี้ยวอมหวาน มีทั้งผลสีเขียว ชมพู หรือสีน้ำตาลอมเขียว มีหลายชนิด เช่น ชมพู่เขียว,ชมพู่กะหลาป๋า, ชมพู่แดง, ชมพู่ขาว, ชมพู่ปากแดง, ชมพู่ย่าหวัน, ชมพู่ปู้เต้, ชมพู่น้ำดอกไม้, ชมพู่สาแหรก, ชมพู่แก้มแหม่ม"
ชมโพ่,น.,ชมพู่ (ดู ชมพู่).
ชลี,น.,"ชะนี, ชื่อสัตว์เลี้ยงลูกด้วยนม แขนยาวมากไม่มีหาง ขนยาวนุ่ม เดินตัวตั้งตรงได้ ห้อยโหนอยู่ตามต้นไม้สูง ๆ ร้องเสียงดัง เสียงร้องแสดงถึงอาณาเขตของแต่ละคู่ แต่ละชนิดมีเสียงร้องไม่เหมือนกัน กินผลไม้และใบไม้"
ชลี,น.,ชะนี (ดู ลี).
ชวก,ว.,"โชก, ทวี, มาก เช่น เปียกชวก - เปียกโชก, ถูกเบอร์กันชวก - ถูกหวยกันทั่วไป"
ชวงชิมน้อย,น.,ต้นฟ้าทะลายโจร.
ชวด,น.,บิดาหรือมารดาของทวด.
ชวด,น.,ชื่อปีที่ ๑ ของรอบปีนักษัตร มีหนูเป็นเครื่องหมาย
ชวน,ก.,"จูงใจ, โน้มนำ เช่น ชวนกิน, ชวนเที่ยว."
ช่วย,ก.,ส่งเสริมเพื่อให้สำเร็จประโยชน์.
ช่อ,น.,"พวง, กระจุก."
ช่อ,น.,จั่นของตาล หมาก มะพร้าว เป็นต้น.
ช่อ,น.,พวงอาหารแห้งที่จัดถวายวัดในวันสารท (ภ.ก.).
ช่อ,ก.,ผูกรัดเข้าด้วยกัน (ดู เชาะ ก.).
ช่อ,ก.,จีบปาก.
ช่อ,ก.,ผูกรัดเข้าด้วยกัน
ชอก,ก.,"ขัดยอก, เคล็ด."
ชอก,ก.,ผูกรัดเข้าด้วยกัน (ดู เชาะ ก.).
ชอก,ก.,ผูกรัดเข้าด้วยกัน
ช็อก,น.,"ชอล์ก, เครื่องเขียนกระดานดำชนิดหนึ่งที่เป็นสีขาวหรือสีต่าง ๆ ทำจากแคลเซียมซัลเฟต ซึ่งได้จากเกลือจืดหรือยิปซั่มผสมน้ำ"
ช่อขาว,น.,ชื่อข้าวพันธุ์พื้นเมือง.
ช่อไข่เป็ด,น.,ชื่อข้าวพันธุ์พื้นเมือง.
ช่อแคล่,ก.,ห่อด้วยผ้าโดยรวบมุมทั้ง ๔ เข้าด้วยกัน
